feature_out,importance
cat__Title_THE STAR ACADEMY P.S. 63 (01M063) - TECHNOLOGY,0.0
cat__Title_THE STUDIO MUSUEM IN HARLEM,0.0
cat__Title_THE TANK LTD LOBBY AV SYSTEM,0.0
cat__Title_THE WHITNEY MUSEUM,0.0
cat__Title_THE WILLIAM LYNCH SCHOOL BATHROOM UPGRADES B:M153 S:M368,0.0
"cat__Title_THE WILLOW (111 WILLOW AVE, BX)",0.0
cat__Title_THE WOODSIDE COMMUNITY SCHOOL SECURITY CAMERAS B:Q339 S:Q361,0.0
cat__Title_THE WOODSIDE COMMUNITY SCHOOL TECH UPGRADES B:Q339 S:Q361,0.0
cat__Title_THE YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSOCATION - DANCE STUDIO,0.0
cat__Title_THE YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSOCIATION (92 Y),0.0
"cat__Title_THEATER ET AL, INC.",0.0
cat__Title_THEATER FOR THE NEW CITY FOUNDATION ROOF,0.0
cat__Title_THIRD STREET MUSIC SCHOOL HVAC,0.0
cat__Title_THOMAS A. DOOLEY TECH UPGRADE B:Q107 S:Q107,0.0
cat__Title_THOMAS EDISON HS - ELECTRICAL LAB,0.0
cat__Title_THOMAS EDISON HS - ROBOTICS LAB,0.0
cat__Title_THOMAS EDISON HS - TECH UPGRADES,0.0
cat__Title_THURGOOD MARSHALL ACADEMY LOWER SCHOOL STEM/STEAM LAB B:B:M970 S:S:M670,0.0
cat__Title_TIMBALE TERRACE,0.0
cat__Title_TITO PUENTE EDUCATION COMPLEX TECH UPGRADE B:04M012 S:M117,0.0
cat__Title_TOTTENVILLE HIGH SCHOOL GYMNASIUM UPGRADE,0.0
cat__Title_TOUCH SCREEN COMPUTERS FOR P009Q AT PS 268,0.0
cat__Title_TOURO COLLEGE,0.0
cat__Title_TOURO COLLEGE - SECURITY SYSTEM UPGRADE & SONOGRAPHY SYS,0.0
cat__Title_TOURO COLLEGE MEDICAL SCHOOL EQUIPMENT,0.0
cat__Title_TOURO COLLEGE SONOGRAPHY PROGRAM EXPANSION,0.0
cat__Title_TOURO UNIVERSITY,0.0
cat__Title_TOURO UNIVERSITY EQUIPMENT FOR PT EDUCATION,0.0
cat__Title_TOURO UNIVERSITY- MOVEABLE PROPERTY,0.0
cat__Title_TOWER GARDENS GARAGE ROOF AND INTERIOR UPGRADES,0.0
cat__Title_TRAMWAY PLAZA,0.0
cat__Title_TRAVIS AVENUE - TRAVIS AVENUE LIFT PROJECT,0.0
cat__Title_TRAVIS AVENUE LIFT PROJECT,0.0
cat__Title_TREE GUARDS AT JHS 223K,0.0
cat__Title_TREE GUARDS CD 16,0.0
cat__Title_TREE GUARDS CD 30,0.0
cat__Title_TREE GUARDS CD 39 IN BROOKLYN,0.0
cat__Title_TREE GUARDS CD 6,0.0
cat__Title_TREE GUARDS CD40,0.0
cat__Title_TREE GUARDS FOR CD29,0.0
cat__Title_TREE GUARDS IN CD 1,0.0
cat__Title_TREE GUARDS IN CD 3,0.0
cat__Title_TREE GUARDS IN CD 35,0.0
cat__Title_TREEGUARDS IN CD 9,0.0
cat__Title_TREMONT PUBLIC LIBRARY -TECHNOLOGY,0.0
cat__Title_TRIANGLE AT SHAD CREEK RD AND CROSS BAY BLVD,0.0
cat__Title_TRUE COLORS BROOKLYN,0.0
cat__Title_TRUMAN HIGHSCHOOL CAMPUS FITNESS CENTER UPGRADE B:X455 S:X455,0.0
cat__Title_TRUST FOR GOVERNORS ISLAND ECO-SHUTTLE,0.0
cat__Title_TYPE A REAL ESTATE ADVISERS LLC (1490 SOUTHERN BOULEVARD),0.0
cat__Title_The Richard H. Hungerford School AV STAGE UPGRADES B:R721 S:R721,0.0
cat__Title_Tottenville H.S. Auditorium Renovation B:R455 S:R455,0.0
cat__Title_UA3 EQUIPMENT,0.0
cat__Title_UC LEADERSHIP PREP OCEAN HILL TECH UPGRADES B:K515 S:K775,0.0
"cat__Title_UNDER 21, D.B.A. COVENANT HOUSE NEW YORK",0.0
"cat__Title_UNION COMMUNITY HEALTH CENTER, INC. - EQUIPMENT",0.0
cat__Title_UNION SETTLEMENT ASSOCIATION,0.0
cat__Title_UNION STREET BEAUTIFICATION IN QUEENS,0.0
cat__Title_UNIONDOCS - EXHIBITION HALL RENOVATION AND ELEVATOR INSTALLATION,0.0
cat__Title_UNITED JEWISH ORGANIZATIONS OF WILLIAMSBURG (UJO) (801 BEDFORDAV),0.0
cat__Title_UNITY CENTER FOR URBAN TECH UPGRADES B:M622 S:M500,0.0
cat__Title_UNITY TOWERS (CONEY ISLAND SITE 1B) PLAYGROUND RENOVATIONS,0.0
cat__Title_UPGRADE TO ABRAHAM I HOUSING FOR FORMERLY HOMELESS SENIORS,0.0
cat__Title_UPGRADES TO COLLEGE CENTER AT PROGRESS HIGH SCHOOL,0.0
cat__Title_UPGRADES TO GORMAN PLAYGROUND,0.0
cat__Title_URBAN ACADEMY LABORATORY HIGH SCHOOL TECH UPGRADES B:M480 S:M565,0.0
cat__Title_URBAN ASSEMBLY BRONX ACADEMY HYDROPONIC LAB B:07X551 S:X183,0.0
cat__Title_URBAN ASSEMBLY HARBOR SCHOOL SWIMMING POOL,0.0
cat__Title_UWS LIBRARIES TECHNOLOGY,0.0
cat__Title_VAN CORTLANDT PARK : VAN CORT HOUSE MUSEUM,0.0
cat__Title_VAN CORTLANDT PARK ALLIANCE - VAN PURCHASE,0.0
cat__Title_VAN CORTLANDT PARK ALLIANCE VEHICLE,0.0
cat__Title_VAN DYKE HOUSES,0.0
cat__Title_VARIETY BOYS & GIRLS CLUB OF QUEENSINC.,0.0
cat__Title_VARIETY BOYS AND GIRLS CLUB CLUBHOUSE CONSTRUCTION ASTORIA,0.0
cat__Title_VARIETY BOYS AND GIRLS CLUB OF QUEENS,0.0
cat__Title_VARIETY BOYS AND GIRLS CLUB OF QUEENS VAN PURCHASES,0.0
cat__Title_VARIETY BOYS AND GIRLS JACKSON HEIGHTS ACQUISITION,0.0
cat__Title_VEHICLE FOR FDNY CEREMONIAL UNIT,0.0
cat__Title_VICTORY BOULEVARD PROJECT,0.0
cat__Title_VICTORY COLLEGIATE HS - K,0.0
cat__Title_VILLAGE ACADEMY - TECHNOLOGY UPGRADES,0.0
cat__Title_VILLAGE EAST TOWERS,0.0
"cat__Title_VINEYARD THEATRE AND WORKSHOP CENTER, INC.",0.0
cat__Title_VISION URBANA,0.0
cat__Title_VISION URBANA VAN,0.0
cat__Title_VISTA ACADEMY MUSIC ROOM B:K302 S:K661,0.0
cat__Title_VIVIAN BEAUMONT THEATRE,0.0
cat__Title_VLADECK HOUSES PLAYGROUND,0.0
"cat__Title_VOICES OF COMMUNITY ACTIVISTS AND LEADERS, (VOCAL-NY) INC.",0.0
cat__Title_VOICES OF COMMUNITY ACTIVISTS AND LEADERSINC. (VOCAL),0.0
cat__Title_VOLUNTEERS OF AMERICA,0.0
cat__Title_WAGNER MIDDLE SCHOOL ART STUDIO B:M167 S:M167,0.0
cat__Title_WALTER WARD PLAYGROUND RENOVATION,0.0
cat__Title_WASHINGTON HEIGHTS  ACADEMY HYDROPONIC CLASSROOM B:M263 S:M366,0.0
cat__Title_WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,0.0
cat__Title_WASHINGTON IRVING BRANCH INITIAL OUTFITTING,0.0
cat__Title_WATER BOTTLE REFILLING STATIONS FOR PS3 (M003),0.0
cat__Title_WATER FOUNTAINS WITH BOTTLE REFILLING STATIONS FOR PS 360,0.0
cat__Title_WATER FOUNTAINS WITH BOTTLE REFILLING STATIONS FOR PS 37 Q,0.0
cat__Title_WATER FOUNTAINS WITH BOTTLE REFILLING STATIONS FOR PS/MS 147 Q,0.0
cat__Title_WATER FRONT COMMUNITY GARDEN WATER SYSTEM UPGRADES,0.0
cat__Title_WATERSIDE CHILDREN'S STUDIO SCHOOL - P.S. 317 TECH UPGRADE B:Q593 S:Q317 B:Q593n S:Q317,0.0
cat__Title_WAVE HILL,0.0
cat__Title_WE STAY/NOS QUEDAMOSINC.,0.0
cat__Title_WEBSTER HOUSES,0.0
cat__Title_WEEKSVILLE,0.0
cat__Title_WEEKSVILLE EDUCATION AND CULTURAL ARTS BUILDING ROOF REPLACEMENT,0.0
cat__Title_WEST BROOKLYN COMMUNITY HIGH SCHOOL- TECHNOLOGY,0.0
cat__Title_WEST END SECONDARY SCHOOL GYMNASIUM UPGRADE B:M837 S:M291,0.0
cat__Title_WEST HARLEM PIERS RENOVATION,0.0
cat__Title_WEST PREP ACADEMY ROOF RECREATION B:M534 S:M421,0.0
cat__Title_WEST SIDE FEDERATION EUCLID HALL RENOVATION,0.0
"cat__Title_WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING, INC. - MILL BRO",0.0
cat__Title_WHERE'S MY BUS?!,0.0
cat__Title_WILDLIFE CONSERVATION SOCIETY,0.0
cat__Title_WILDLIFE CONSERVATION SOCIETY - NEW YORK AQUARIUM,0.0
"cat__Title_WILDLIFE CONSERVATION SOCIETY - WILDLIFE EXHIBIT CENTER, THE BRONX ZOO",0.0
cat__Title_WILLIAM ALEXANDER MIDDLE SCHOOL - TECHNOLOGY,0.0
cat__Title_WILLIAM CULLEN BRYANT HIGH SCHOOL,0.0
cat__Title_WILLIAM F MOORE PARK RECONSTRUCTION,0.0
"cat__Title_WILLIAM F. MOORE PARK - RENOVATE PARK, INCLUDE NEW SITTING AREA, ENHANC",0.0
cat__Title_WILLIAM H. TAFT HIGH SCHOOL EDUCATIONAL CAMPUS HVAC BX410 S:X227,0.0
cat__Title_WILLIAMBRIDGE OVAL IMPROVEMENTS,0.0
cat__Title_WILLIAMS AND GEORGIA TOWERS HOUSING DEVELOPMENT FUND CORPORATION,0.0
cat__Title_WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN AUDITORIUM UPGRADE B:K560 S:K560,0.0
cat__Title_WILLIAMSBURG OUTFITTING - COMMUNITY HEALTH CARE NETWORK'S WILLIAMSBURG HEALTH CENTER.,0.0
cat__Title_WILLOWBROOK PARK RENOVATIONS,0.0
cat__Title_WILLOWBROOK POND PARK RENOVATION,0.0
cat__Title_WISE TOWERS,0.0
cat__Title_WOLFE'S POND PARKING LOT,0.0
cat__Title_WOMEN'S ACADEMY OF EXCELLENCE TECH UPGRADES B:X174 S:X282,0.0
cat__Title_WOMEN'S LEAGUE COMMUNITY RESIDENCE,0.0
cat__Title_WOMEN'S LEAGUE COMMUNITY RESIDENCES INC DBA MAKOR,0.0
cat__Title_WOMEN'S LEAGUE COMMUNITY RESIDENCES VEHICLE,0.0
"cat__Title_WOMEN'S LEAGUE COMMUNITY RESIDENCES, INC.",0.0
cat__Title_WOMEN'S PRISON ASSOCATION,0.0
cat__Title_WOMEN'S PRISON ASSOCIATION SARAH POWELL HUNTINGTON HOUSE,0.0
cat__Title_WOMENS LEAGUE COMMUNITY RESIDENCES INC DBA MAKOR,0.0
cat__Title_WOODHULL EMERGENCY DEPARTMENT EXPANSION,0.0
cat__Title_WOODHULL HOSPITAL CPEP RENOVATION,0.0
cat__Title_WOODHULL HOSPITAL EXAM ROOMS,0.0
cat__Title_WOODLAWN LIBRARY,0.0
cat__Title_WOODSIDE HOUSES,0.0
cat__Title_WOODSIDE LIBRARY,0.0
cat__Title_WORLD JOURNALISM HS,0.0
cat__Title_WORLD JOURNALISM SCHOOL TECH UPGRADE B:Q025 S:Q285,0.0
cat__Title_WORTMAN HOUSES - EAST NEW YORK CENTER FOR MEDIA ARTS,0.0
cat__Title_WYCKOFF GARDENS,0.0
cat__Title_WYCKOFF HEIGHTS MEDICAL CENTER NEONATAL SUITES,0.0
cat__Title_X 135 CAMPUS AUDITORIUM,0.0
cat__Title_X 415 CAMPUS (925 ASTOR AVE.): AUDITORIUM,0.0
cat__Title_X405 CAMPUS (3000 E TREMONT AVE.): LIBRARY,0.0
cat__Title_YM & YWHA OF WASHINGTON HEIGHTS AND INWOOD/NAGLE Y - WINDOWS,0.0
cat__Title_YMCA HARLEM REMOVATION,0.0
cat__Title_YMCA-EDENWALD,0.0
cat__Title_YORK COLLEGE - RECAPTURE ACADEMIC SPACE,0.0
cat__Title_YORK COLLEGE PERFORMING ARTS CENTER,0.0
cat__Title_YORK COLLEGE SEATING AREA,0.0
cat__Title_YORK COLLEGE TENNIS COURTS,0.0
cat__Title_YORK COLLEGE TRACK AND FIELD,0.0
cat__Title_YORK COLLEGE TRACK AND FIELD RENOVATION,0.0
cat__Title_YORKVILLE EAST MIDDLE SCHOOL TECH UPGRADES B:M158 S:M177,0.0
cat__Title_YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,0.0
cat__Title_YOUNG WMOEN'S LEADERSHIP SCHOOL ASTORIA HYDROPONIC SCIENCE LAB,0.0
cat__Title_YOUNG WOMEN'S LEADERSHIP OF BROOKLYN STEM CART B:K614 S:K614,0.0
cat__Title_YOUNG WOMEN'S LEADERSHIP SCHOOL GYM UPGRADE B:M506 S:M610,0.0
cat__Title_YOUTH DESIGN CENTER EQUIPMENT SYSTEM,0.0
cat__Title_YWCA OF BROOKLYNINC.,0.0
cat__Title_[DOT] ROOSEVELT ISLAND BRIDGE BIKE LANE,0.0
cat__Title_[DPR] ST. CATHERINE'S PARK,0.0
cat__Title_[FDNY] ENGINE 22/ LADDER 13 FACILITIES IMPROVEMENTS,0.0
cat__Title_[NYPD] SECURITY CAMERAS,0.0
cat__Title_[SCA] [02M077/02M198] LOWER LAB/ISADOR E. IDA STRAUS,0.0
cat__Title_[SCA] [02M151] YORKVILLE COMMUNITY SCHOOL,0.0
cat__Title_[SCA] [02M183] ROBERT L. STEVENSON SCHOOL,0.0
cat__Title_[SCA] [02M217] ROOSEVELT ISLAND SCHOOL,0.0
cat__Title_[SCA] [02M225] ELLA BAKER SCHOOL,0.0
cat__Title_[SCA] [02M290] MANHATTAN NEW SCHOOL,0.0
cat__Title_[SCA] [02M416] ELEANOR ROOSEVELT HIGH SCHOOL,0.0
cat__Title_[SCA] [02M449] VANGUARD HIGH SCHOOL,0.0
cat__Title_[SCA] [02M459] MANHATTAN INTERNATIONAL HIGH SCHOOL,0.0
cat__Title_[SCA] [02M519] TALENT UNLIMITED HIGH SCHOOL,0.0
cat__Title_[SCA] [02M527] EAST SIDE SCHOOL FOR SOCIAL ACTION,0.0
cat__Title_[SCA] [02M565] URBAN ACADEMY LABORATORY HIGH,0.0
cat__Title___MISSING__,0.0
cat__Title_┬áFDNY - VEHICLE,0.0
cat__Title_┬áNYPL TOTTENVILLE,0.0
cat__Description_$6M ARE NEEDED TO COMPLETE THIS PROJECT. CM RODRIGUEZ ALLOCATED $5M IN PAST CYCLES.,0.0
cat__Description_(PB) CHILDREN'S ROOM / AUDITORIUM RENOVATION,0.0
cat__Description_(PB) MAMMOGRAPHY MACHINE (HL NC0935),0.0
"cat__Description_(R057, R057) UNDERFUNDED FY19 PROJECT AUDITORIUM UPGRADE",0.0
cat__Description_08X293 TECHNOLOGICAL PURCHASE,0.0
cat__Description_08X348 TECHNOLOGICAL PURCHASE,0.0
cat__Description_08X392 TECHNOLOGICAL PURCHASE,0.0
"cat__Description_1 ASAP Vehicles for EMS43, 2601 Ocean Parkway",0.0
cat__Description_1 NEW ZONE VALUE STATION WITH NEW PIPING AND CONTROL VALVES,0.0
cat__Description_10 EXPEDITED TREE/SIDEWALK REPLACEMENT,0.0
cat__Description_10 MOBILE LAPTOP CARTS,0.0
cat__Description_102ND ST STAIRS,0.0
cat__Description_11 163 17-I3919 BRACHYTHERAPY MACHINE,0.0
cat__Description_111 UNITS OF PERMANENTLY AFFORDABLE SENIOR HOUSING,0.0
cat__Description_1189 WASHINGTON AVE,0.0
cat__Description_11X288 TECHNOLOGICAL PURCHASE,0.0
cat__Description_11X299 TECHNOLOGICAL PURCHASE,0.0
cat__Description_11X326 TECHNOLOGICAL PURCHASE,0.0
cat__Description_11X418 TECHNOLOGICAL PURCHASE,0.0
cat__Description_11X508 TECHNOLOGICAL PURCHASE,0.0
cat__Description_11X556 TECHNOLOGICAL PURCHASE,0.0
cat__Description_11X566 TECHNOLOGICAL PURCHASE,0.0
cat__Description_124TH STREET ELEVATOR UPGRADE,0.0
cat__Description_135 UNITS OF PERMANENT AFFORDABLE HOUSING,0.0
cat__Description_1356 FULTON AVENUE RESIDENCE,0.0
cat__Description_14th Street Corridor Improvements,0.0
cat__Description_15-UNIT SHORT-TERM TRANSITIONAL RESIDENCE FOR ADULTS,0.0
"cat__Description_160 NEW LAPTOPS TO REPLACE OUTDATED ONES, AND SERVE GROWING POPULATION OF STUDENTS.",0.0
cat__Description_19TH PRECINCT BUILDING UPGRADES (PO CN0114),0.0
cat__Description_2 STUDENT BATHROOMS RENOVATION,0.0
cat__Description_203 UNITS OF PERMANENTLY AFFORDABLE HOUSING,0.0
cat__Description_211 AINSLIE ST PROPERTY IMPROVEMENTS,0.0
cat__Description_24 BAY LAPTOP LOCKER WITH CHARGING CAPABILITY IN AN UNDERUTILIZED MEETING SPACE (FORMER PASSPORT OFFICE) IN THE UPSTAIRS,0.0
cat__Description_287 EAST 10TH ST. RENOVATION,0.0
cat__Description_2ND FLOOR PLAYARD RENOVATION,0.0
cat__Description_30 YARD CONTAINER TRUCK FOR USE IN BROOKLYN,0.0
"cat__Description_302 EAST 2ND STREET AND 276 EAST 3RD STREET, NEW YORK, NY 10009",0.0
cat__Description_332 BERGEN STREET RENOVATION,0.0
cat__Description_35 EAST CLARKE PLACE RENNOVATIONS,0.0
cat__Description_370 JAY ST RECORDING & PERFORMANCE SPACE,0.0
cat__Description_3D SCANNERS,0.0
cat__Description_4 ENHANCEMENT ENTRANCE DOORS,0.0
cat__Description_4 SECURITY CAMERAS AT TAYLOR WYTHE HOUSES.,0.0
cat__Description_404 CLAREMONT PARKWAY,0.0
cat__Description_5 REAL TIME RIDER INFORMATION AT BUS STOPS IN D28,0.0
cat__Description_50-100 MACBOOKS FOR TEACHERS,0.0
cat__Description_8 CLASSROOM SETS AND 35 SMART BOARDS TO PROVIDE STUDENTS WITH THE NECESSARY TECHNOLOGY TOOLS FOR A BETTER EDUCATION.,0.0
cat__Description_80 PITT STREET RENOVATION,0.0
cat__Description_83-UNIT AFFORDABLE HOUSING PROJECT,0.0
"cat__Description_9-STORY 177-UNIT AFFORDABLE SENIOR HOUSING RESIDENCE, WHICH WILL BE LOCATED IN THE BELMONT SECTION OF THE BRONX.",0.0
"cat__Description_? NEW LIGHTING, SOUND SYSTEM, PAINT JOB, CURTAINS, CHAIRS AND STAGE FLOOR.",0.0
cat__Description_?S ENVIRONMENTAL EDUCATION CENTER.,0.0
cat__Description_A + STEM LABS,0.0
cat__Description_A FLUID MANAGEMENT SYSTEM WILL BE IMPLEMENTED TO ENSURE FDNY VEHICLES REMAIN IN OPTIMAL CONDITION.,0.0
cat__Description_A HIGH CAPACITY PUMP USED FOR MAJOR FLOOD EVENTS.,0.0
cat__Description_A MOBILE UNIT TO OPERATE IN COUNCIL DISTRICT 13,0.0
cat__Description_A MULTI-COMPONENT RENOVATION OF ENGINE 96 LOCATED AT 1689 STORY AVENUE,0.0
"cat__Description_A NEW SYSTEM W. 54 LIGHTS, A DIGITAL LIGHT BOARD, DIMMER PACKS, CABLING, & ACCESSORIES USED FOR PLAYWRITING, DIRECTING, ACTING, & ALSO DESIGN.",0.0
"cat__Description_A PARTNERSHIP BETWEEN BRISA BUILDERS CORP. ""DEVELOPER"", ARVENE CHURCH OF GOD, INC. ""CHURCH"" AND CRUZ BROTHERS REALTY, LLC ""SUPERMARKET"", WILL DEVELOP AN AS-OF-RIGHT, 201,725 SF MIXED USED, AFFORDABLE HOUSING DEVELOPMENT IN THE ARVERNE NEIGHBORHOOD OF CB14",0.0
cat__Description_A SPECIAL DOG PLAYGROUND TO INCREASE THE CLEANLINESS OF THE COMMUNITY.,0.0
cat__Description_A+ MOBILE STEM LAB,0.0
cat__Description_A+ STEM LAB,0.0
cat__Description_A+ STEM LABS,0.0
cat__Description_A+ STEM/LAPTOP CART,0.0
cat__Description_A/V UPGRADE FOR AUDITORIUM,0.0
cat__Description_AAOA REFURBISHMENT,0.0
cat__Description_AC CHILLER FOR RESIDENTS OF CITILEAF HOUSING,0.0
cat__Description_ACCESSIBILITY IMPROVEMENTS AT THE REMAINING THREE ENTRANCES,0.0
cat__Description_ACE COMPUTER SYSTEM,0.0
cat__Description_ACQUIRE COMMAND CAR FOR EMS 49,0.0
cat__Description_ACQUIRE THE PROPERTY LOCATED AT 204 25TH STREET IN SUNSET PARK BROOKLYN,0.0
cat__Description_ACQUIRE VEHICLES.,0.0
cat__Description_ACQUISITION FOR COPOS SENIOR CENTER,0.0
cat__Description_ACQUISITION OF 1075-79 CONEY ISLANE AVENUE,0.0
cat__Description_ACQUISITION OF CONDOMINIUM - 866 2ND AVENUE (SPLIT FUND WITH NC0177),0.0
cat__Description_ACQUISITION OF MIXTECA'S COMMUNITY SERVICE CENTER (ED NC0754),0.0
cat__Description_ACQUISITION OF PROPERY FOR COMMUNITY GARDEN,0.0
cat__Description_ACQUISITION OF REAL PROPERTY,0.0
cat__Description_ACQUISITION OF REAL PROPERTY AT 15 PARKVILLE AVENUE IN BROOKLYN,0.0
cat__Description_ACQUISITION OF THE PLAY YARD BY THE NEW YORK CITY PARKS DEPARTMENT,0.0
cat__Description_ACQUISITION OF THE PLAY YARD BY THE NEW YORK CITY PARKS DEPARTMENT (CN0546),0.0
cat__Description_ACQUISITION OF THE PROPERTY LOCATED AT 648 30TH STREET (SPLIT FUND WITH ED NC052),0.0
cat__Description_ACQUISITION OF VACANT FORMER HOTEL BUILDING LOCATED AT 90 SANDS STREET FOR USE AS A SUPPORTIVE HOUSING DEVELOPMENT. CAPGRANTS ID 13-384670-T7939.,0.0
cat__Description_ACQUISITION- WILL BE THE FIRST SOUTHEAST ASIAN COMMUNITY CENTER IN NYC,0.0
cat__Description_ADA ACCESSIBILITY AND COMPLIANCE UPGRADES -  E-BUILDING ENTRYWAY-FACADE & UPGRADE OF COBBLESTONE COURTYARD,0.0
cat__Description_ADA ACCESSIBILITY UPGRADES AT BUILDING 92 IN THE BROOKLYN NAVY YARD,0.0
cat__Description_ADA COMPLIANCE,0.0
cat__Description_ADA COMPLIANCE AND GENERAL RENOVATIONS,0.0
cat__Description_ADA COMPLIANT BATHROOM,0.0
cat__Description_ADA COMPLIANT ENTRANCE,0.0
cat__Description_ADA LIFT AND EXTERIOR DOOR UPGRADES.,0.0
cat__Description_ADA LIFT REPLACEMENT,0.0
cat__Description_ADA RAMP & ELECTRICAL WORK,0.0
"cat__Description_ADD LIGHTING IN THE ASTORIA HOUSES COMMUNITY CENTER ENTRANCE AND EXTRA LIGHTS IN ENTRYWAYS, HALLWAYS, STAIRWELLS.",0.0
cat__Description_ADDITION OF A PLAYGROUND AREA - BLACKWELL PARK - NORTHEAST CORNER.,0.0
cat__Description_ADDITION OF AN AQUAPHONIC LAB TO THE K158 HYDROPONIC LAB,0.0
cat__Description_ADDITIONAL BENCHES WILL ALLOW RESIDENTS TO BE ABLE TO SIT AND INCREASE THE SURROUNDING COMMUNITY MORAL.,0.0
"cat__Description_ADDITIONAL FUNDING FOR AUDITORIUM UPGRADE, INCLUDING SUPPLEMENTAL COOLING.",0.0
cat__Description_ADDITIONAL FUNDING FOR CONSTRUCTION OF ACCESSIBLE RAMP.,0.0
cat__Description_ADDITIONAL FUNDING FOR CULINARY ARTS KITCHEN UPGRADES.,0.0
cat__Description_ADDITIONAL FUNDING FOR EXISTING PROJECT 801 AGD-KOSH1 FOR THE FOOD WAREHOUSE RENOVATION,0.0
cat__Description_ADDITIONAL FUNDING FOR EXISTING PROJECT 850 PW20RAIN2 TOWARDS PURCHASE OF A VAN FOR BOSTON ROAD LOCATION.,0.0
cat__Description_ADDITIONAL FUNDING FOR GYMNASIUM UPGRADE,0.0
"cat__Description_ADDITIONAL FUNDING FOR GYMNASIUM UPGRADE, INCLUDING SUPPLEMENTAL COOLING.",0.0
cat__Description_ADDITIONAL FUNDING FOR LIBRARY UPGRADE.,0.0
cat__Description_ADDITIONAL FUNDING FOR PLAYGROUND UPGRADE,0.0
cat__Description_ADDITIONAL FUNDING FOR PROJECT AT 520-530 STANLEY AVENUEPREVIOUSLY P.S. 4 LOCATION,0.0
cat__Description_ADDITIONAL FUNDING FOR ROOFTOP GREENHOUSE,0.0
cat__Description_ADDITIONAL FUNDING FOR STREET WIDENING PROJECT IN THE 50TH COUNCIL DISTRICT FUNDED IN FY19,0.0
cat__Description_ADDITIONAL FUNDING FOR THE KIDS CULTURE GARDEN,0.0
cat__Description_ADDITIONAL FUNDING FOR UPGRADES TO MAIN GEC BUILDING SPACE AT 260 68TH STREET IN BROOKLYN,0.0
cat__Description_ADDITIONAL FUNDING TOWARDS FOOD HUB/WAREHOUSE PROJECT 856 PWDNCAH.,0.0
cat__Description_ADDITIONAL FUNDS (FUNDED IN FY 19 BY CM AND SPEAKER) TO COMPLETE PROJECT,0.0
cat__Description_ADDITIONAL FUNDS FOR THE INTERIOR RENOVATION,0.0
cat__Description_ADDITIONAL STEM LAB AT PS 319,0.0
cat__Description_ADL ROOM CONVERSION TO HOME ECONOMICS CLASSROOM AT K753.,0.0
cat__Description_ADL/SENSORY ROOM,0.0
cat__Description_ADUITORIUM RENOVATIONS,0.0
cat__Description_ADVANCED CYBERSECURITY EQUIPMENT INSTALLATION (HN CN1441),0.0
cat__Description_AFFORDABLE & SUPPORTIVE HOUSING CONSTRUCTION PROJECT,0.0
cat__Description_AFFORDABLE HOUSING DEVELOPMENT,0.0
cat__Description_AFFORDABLE HOUSING ON 2840 ATLANTIC AVE,0.0
cat__Description_AFFORDABLE HOUSING ON LOGAN STREET &ATLANTIC,0.0
cat__Description_AFFORDABLE HOUSING PROJECT,0.0
cat__Description_AFFORDABLE SENIOR HOUSING CONSTRUCTION,0.0
cat__Description_AFFORDALE HOUSING ON 2435 PACIFIC STREET,0.0
cat__Description_AFFORDALE HOUSING ON 97 GLENMORE AVENUE,0.0
cat__Description_AFRICAN GALLERY,0.0
cat__Description_AFTER SCHOOL STEM PROGRAM (PROF. BARBA),0.0
cat__Description_AIR CONDITIONERS OR COOLING CENTER UPGRADES TO GWHS AUDITORIUM,0.0
cat__Description_AIR CONDITIONING FOR THE GYMNASIUM. NOT WINDOW AC UNITS.,0.0
cat__Description_AIR CONDITIONING UPGRADES AT IS 71,0.0
cat__Description_ALJA MUSIC AND ARTS CENTER FIT-OUT CONSTRUCTION,0.0
cat__Description_ALLEN SENIOR TRANSPORTATION VEHICLES,0.0
cat__Description_ALUMNI GYM ADA AND HVAC UPGRADAES,0.0
cat__Description_AN ASAP VEHICE TO BE USED IN COUNCIL DISTRICT 13,0.0
cat__Description_AN NYPD ARGUS CAMERA ON THE BRIDGE ENTERING CITY ISLAND,0.0
cat__Description_ANDREWS GROVE RECONSTRUCTION,0.0
cat__Description_ANNEX TO SENIOR HOUSING WITH 159 UNITS,0.0
"cat__Description_ANTHOLOGY FILM ARCHIVES IS REQUESTING FUNDING FOR ONE (1) PROJECT: TO RESTORE, UPGRADE, AND EXPAND ITS FACILITY, THE FORMER SECOND AVENUE COURTHOUSE (1919), LOCATED AT 32 SECOND AVENUE IN MANHATTAN'S EAST VILLAGE.",0.0
cat__Description_APPROPRIATION SWAP FROM HD-D021 TO HD-D020 (PER FY23 SEPT PLAN COMMITMENT SWAP FROM 806 SPARAMNT TO 806 R90SANDS),0.0
cat__Description_AQUAPONICS LAB FOR ALL 4 SCHOOLS,0.0
cat__Description_ARCHIVE CONSTRUCTION,0.0
cat__Description_ARENA EQUIPMENT,0.0
cat__Description_ARGUS CAMERAS,0.0
