project_id,date,material,quantity,unit,unit_price_estimated,total_cost_estimated,is_synthetic,source
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-04-14,lumber,11.159,board_feet,1.06,11.83,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-01-14,aggregate,18.286,tons,13.67,249.97,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-08-21,cement,2.176,tons,106.8,232.4,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-03-30,steel,20.045,tons,856.45,17167.54,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-06-23,lumber,15.138,board_feet,1.28,19.38,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-08-11,rebar,8.505,tons,625.46,5319.54,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-11-16,aggregate,6.52,tons,18.16,118.4,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-11-14,steel,10.966,tons,1119.21,12273.26,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-05-15,lumber,5.094,board_feet,1.14,5.81,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-10-10,cement,2.23,tons,140.1,312.42,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-08-17,steel,1.053,tons,1075.62,1132.63,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-10-08,rebar,11.251,tons,633.22,7124.36,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-01-24,steel,6.087,tons,1025.59,6242.77,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-01-28,cement,14.733,tons,134.02,1974.52,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-08-19,cement,2.643,tons,119.68,316.31,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-10-16,rebar,3.177,tons,793.11,2519.71,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-05-28,lumber,15.991,board_feet,1.36,21.75,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-08-19,lumber,5.594,board_feet,1.3,7.27,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-03-25,aggregate,5.711,tons,16.49,94.17,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-11-16,aggregate,10.739,tons,17.35,186.32,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-10-20,aggregate,15.083,tons,17.73,267.42,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-11-24,rebar,5.787,tons,807.66,4673.93,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-12-12,aggregate,15.376,tons,13.62,209.42,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-07-06,rebar,11.59,tons,702.55,8142.55,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-10-18,steel,12.888,tons,870.99,11225.32,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-09-13,lumber,15.395,board_feet,1.29,19.86,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-04-09,steel,8.801,tons,1067.11,9391.64,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-04-24,lumber,2.06,board_feet,1.39,2.86,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-08-08,aggregate,18.511,tons,13.08,242.12,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-11-14,cement,5.042,tons,149.52,753.88,True,synthetic_generator_v1
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,2024-08-30,steel,1.088,tons,1039.96,1131.48,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-09-17,lumber,3.078,board_feet,1.03,3.17,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-03-25,aggregate,3.052,tons,17.26,52.68,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-01-01,cement,1.037,tons,130.82,135.66,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-07-18,cement,5.541,tons,149.93,830.76,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-02-29,aggregate,1.151,tons,16.76,19.29,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-11-09,lumber,5.003,board_feet,1.42,7.1,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-01-14,cement,14.232,tons,104.69,1489.95,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-11-27,lumber,1.834,board_feet,1.06,1.94,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-11-18,rebar,19.762,tons,610.21,12058.97,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-07-27,steel,12.359,tons,1075.64,13293.83,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-09-24,steel,22.029,tons,996.15,21944.19,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-11-17,steel,12.715,tons,783.11,9957.24,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-07-07,steel,0.254,tons,1087.46,276.21,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-08-13,aggregate,1.134,tons,16.34,18.53,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-07-19,steel,27.45,tons,1083.76,29749.21,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-07-25,aggregate,13.655,tons,16.78,229.13,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-11-01,steel,2.228,tons,798.15,1778.28,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-09-08,aggregate,15.652,tons,18.29,286.28,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-01-25,steel,16.384,tons,789.05,12927.8,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-05-14,cement,4.377,tons,121.07,529.92,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-09-25,rebar,2.97,tons,650.56,1932.16,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-08-20,steel,31.534,tons,797.11,25136.07,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-03-08,lumber,9.586,board_feet,1.12,10.74,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-07-24,cement,23.093,tons,124.43,2873.46,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-02-10,aggregate,24.52,tons,18.14,444.79,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-03-25,cement,6.4,tons,105.77,676.93,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-03-24,cement,0.219,tons,122.25,26.77,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-09-19,lumber,9.917,board_feet,1.08,10.71,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-09-10,rebar,3.337,tons,628.95,2098.81,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-04-21,aggregate,1.005,tons,13.2,13.27,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-12-07,rebar,2.831,tons,608.77,1723.43,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-03-27,rebar,12.605,tons,685.45,8640.1,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-03-13,aggregate,4.29,tons,17.65,75.72,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-08-08,lumber,7.952,board_feet,1.16,9.22,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-01-28,steel,9.548,tons,1064.52,10164.04,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-07-22,aggregate,9.62,tons,15.96,153.54,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-03-13,aggregate,4.429,tons,15.83,70.11,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-04-05,cement,6.849,tons,102.67,703.19,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-03-23,cement,20.386,tons,130.27,2655.68,True,synthetic_generator_v1
P.S. 28 - BRONX,2024-04-03,cement,9.787,tons,132.16,1293.45,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-06-16,rebar,14.24,tons,706.42,10059.42,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-08-21,rebar,17.361,tons,744.59,12926.83,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-12-15,lumber,1.529,board_feet,1.13,1.73,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-11-15,rebar,11.988,tons,838.06,10046.66,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-03-22,steel,0.553,tons,1086.18,600.66,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-01-20,lumber,12.462,board_feet,1.35,16.82,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-04-27,rebar,18.565,tons,716.28,13297.74,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-11-02,lumber,3.399,board_feet,1.08,3.67,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-11-06,lumber,4.716,board_feet,1.43,6.74,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-11-08,rebar,1.611,tons,618.52,996.44,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-06-26,aggregate,3.88,tons,16.51,64.06,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-09-16,aggregate,21.317,tons,12.96,276.27,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-12-01,aggregate,1.199,tons,13.3,15.95,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-04-01,steel,13.116,tons,905.58,11877.59,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-04-10,rebar,1.302,tons,810.35,1055.08,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-12-02,steel,18.741,tons,863.96,16191.47,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-02-09,rebar,7.368,tons,612.77,4514.89,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-11-17,aggregate,7.42,tons,15.06,111.75,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-03-17,rebar,5.495,tons,755.89,4153.62,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-08-11,rebar,14.424,tons,829.37,11962.83,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-03-07,lumber,5.437,board_feet,1.27,6.9,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-04-10,aggregate,7.888,tons,16.61,131.02,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-06-11,rebar,4.998,tons,595.18,2974.71,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-11-25,steel,2.413,tons,897.73,2166.22,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-12-22,lumber,11.254,board_feet,1.44,16.21,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-12-05,lumber,5.448,board_feet,1.37,7.46,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-06-18,aggregate,5.039,tons,16.17,81.48,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-01-16,cement,15.678,tons,110.44,1731.48,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-06-24,lumber,23.759,board_feet,1.15,27.32,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-04-03,rebar,5.608,tons,649.91,3644.7,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-06-29,rebar,13.446,tons,677.37,9107.92,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-11-22,steel,1.539,tons,956.77,1472.47,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-10-21,lumber,1.114,board_feet,1.4,1.56,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-04-23,steel,15.731,tons,971.13,15276.85,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-02-22,lumber,1.26,board_feet,1.21,1.52,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-05-13,cement,4.007,tons,110.96,444.62,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-06-21,aggregate,15.497,tons,13.82,214.17,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-06-24,aggregate,11.573,tons,15.17,175.56,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-10-28,steel,16.477,tons,1077.6,17755.62,True,synthetic_generator_v1
CITY-AS-SCHOOL - MANHATTAN,2024-04-23,lumber,12.242,board_feet,1.2,14.69,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-02-14,cement,6.129,tons,120.38,737.81,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-09-27,cement,1.263,tons,135.41,171.02,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-09-25,aggregate,7.727,tons,17.76,137.23,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-09-01,cement,0.236,tons,115.04,27.15,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-03-07,steel,11.957,tons,1073.32,12833.69,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-06-27,aggregate,5.23,tons,13.73,71.81,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-03-11,lumber,15.772,board_feet,1.39,21.92,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-08-01,cement,2.897,tons,147.87,428.38,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-10-25,rebar,9.549,tons,745.9,7122.6,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-05-23,lumber,13.582,board_feet,1.43,19.42,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-03-11,aggregate,1.846,tons,18.65,34.43,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-12-08,lumber,6.596,board_feet,1.28,8.44,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-06-22,rebar,3.489,tons,837.7,2922.74,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-12-30,rebar,9.578,tons,675.65,6471.38,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-09-14,steel,0.461,tons,807.72,372.36,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-02-12,aggregate,18.102,tons,18.66,337.78,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-01-14,steel,6.121,tons,779.18,4769.36,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-03-20,lumber,4.639,board_feet,1.2,5.57,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-04-27,rebar,0.731,tons,863.37,631.12,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-03-08,cement,0.907,tons,140.37,127.32,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-06-11,cement,7.39,tons,125.07,924.27,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-09-24,steel,13.648,tons,993.03,13552.87,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-08-05,rebar,3.974,tons,674.49,2680.42,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-05-25,rebar,10.195,tons,741.94,7564.08,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-07-15,aggregate,23.022,tons,15.69,361.22,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-09-12,steel,11.954,tons,917.31,10965.52,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-11-22,aggregate,3.508,tons,15.23,53.43,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-01-04,steel,3.268,tons,896.87,2930.97,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-09-20,steel,12.302,tons,1106.89,13616.96,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-02-05,rebar,1.096,tons,656.16,719.15,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-03-29,rebar,6.779,tons,632.44,4287.31,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-02-02,steel,0.677,tons,837.07,566.7,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-03-14,cement,4.872,tons,104.83,510.73,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-01-05,cement,5.109,tons,126.94,648.54,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-07-31,lumber,1.84,board_feet,1.29,2.37,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-06-25,cement,5.544,tons,127.56,707.19,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-08-29,aggregate,0.86,tons,15.49,13.32,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-04-02,lumber,4.6,board_feet,1.25,5.75,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-06-13,lumber,4.911,board_feet,1.32,6.48,True,synthetic_generator_v1
I.S. 391 - BRONX,2024-09-04,steel,4.598,tons,901.41,4144.68,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-10-19,lumber,22.928,board_feet,1.15,26.37,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-05-09,rebar,11.535,tons,766.14,8837.42,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-02-29,steel,11.127,tons,1086.58,12090.38,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-11-05,rebar,1.061,tons,643.81,683.08,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-02-05,steel,7.512,tons,784.96,5896.62,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-05-06,rebar,7.098,tons,734.36,5212.49,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-02-27,steel,7.505,tons,941.52,7066.11,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-06-16,steel,6.319,tons,1094.39,6915.45,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-05-04,steel,1.229,tons,818.73,1006.22,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-12-11,cement,11.408,tons,137.0,1562.9,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-01-28,rebar,12.229,tons,647.76,7921.46,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-01-20,cement,3.879,tons,131.12,508.61,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-12-17,aggregate,17.753,tons,15.86,281.56,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-09-16,rebar,9.147,tons,789.13,7218.17,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-12-26,lumber,10.829,board_feet,1.34,14.51,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-07-01,steel,6.125,tons,1097.75,6723.72,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-01-21,steel,17.432,tons,771.24,13444.26,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-06-03,steel,17.828,tons,1058.28,18867.02,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-10-20,lumber,1.835,board_feet,1.07,1.96,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-02-04,lumber,8.143,board_feet,1.12,9.12,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-10-19,cement,0.231,tons,103.1,23.82,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-03-17,rebar,16.434,tons,858.71,14112.04,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-06-27,cement,24.965,tons,106.44,2657.27,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-04-11,aggregate,1.68,tons,15.82,26.58,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-01-30,rebar,24.926,tons,825.51,20576.66,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-01-03,rebar,4.822,tons,653.92,3153.2,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-10-30,aggregate,10.801,tons,13.31,143.76,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-02-28,steel,6.444,tons,1028.43,6627.2,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-02-29,steel,13.582,tons,821.67,11159.92,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-12-17,aggregate,9.219,tons,13.59,125.29,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-02-28,rebar,14.047,tons,810.99,11391.98,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-12-10,cement,12.428,tons,107.02,1330.04,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-04-02,cement,11.638,tons,107.81,1254.69,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-01-17,aggregate,11.118,tons,17.21,191.34,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-09-27,aggregate,12.012,tons,18.34,220.3,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-04-11,rebar,4.959,tons,677.21,3358.28,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-04-08,aggregate,2.04,tons,15.03,30.66,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-04-16,rebar,11.355,tons,777.18,8824.88,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-12-06,lumber,5.628,board_feet,1.39,7.82,True,synthetic_generator_v1
P.S. 97 - QUEENS,2024-02-23,steel,5.834,tons,801.17,4674.03,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-08-14,cement,13.171,tons,103.07,1357.53,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-04-26,steel,13.435,tons,810.53,10889.47,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-05-24,rebar,7.734,tons,690.87,5343.19,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-05-13,steel,12.511,tons,1063.0,13299.19,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-12-16,cement,7.871,tons,115.7,910.67,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-05-07,cement,20.596,tons,107.99,2224.16,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-11-11,lumber,13.641,board_feet,1.26,17.19,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-11-23,aggregate,0.674,tons,14.96,10.08,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-06-06,rebar,15.029,tons,784.58,11791.45,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-06-27,lumber,9.388,board_feet,1.16,10.89,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-03-29,steel,4.945,tons,814.27,4026.57,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-05-08,aggregate,24.296,tons,15.36,373.19,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-02-26,cement,11.213,tons,140.27,1572.85,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-09-20,cement,0.894,tons,103.86,92.85,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-01-14,aggregate,0.761,tons,15.14,11.52,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-02-16,aggregate,3.573,tons,13.72,49.02,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-09-21,cement,6.696,tons,140.99,944.07,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-12-09,lumber,1.781,board_feet,1.23,2.19,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-03-16,rebar,20.76,tons,867.78,18015.11,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-12-26,cement,8.136,tons,124.25,1010.9,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-04-10,rebar,15.696,tons,664.02,10422.46,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-08-24,steel,7.995,tons,884.57,7072.14,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-01-25,lumber,3.007,board_feet,1.15,3.46,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-06-02,steel,14.522,tons,1053.37,15297.04,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-03-30,cement,4.462,tons,129.13,576.18,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-04-03,lumber,2.952,board_feet,1.28,3.78,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-09-27,lumber,9.829,board_feet,1.31,12.88,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-09-11,cement,10.213,tons,111.82,1142.02,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-10-14,cement,15.603,tons,140.58,2193.47,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-04-12,rebar,40.392,tons,707.72,28586.23,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-08-13,lumber,16.163,board_feet,1.23,19.88,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-03-17,cement,12.944,tons,118.96,1539.82,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-02-02,rebar,5.424,tons,834.05,4523.89,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-01-10,cement,10.545,tons,104.76,1104.69,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-05-16,aggregate,1.148,tons,18.54,21.28,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-11-16,rebar,7.444,tons,601.98,4481.14,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-02-04,cement,17.759,tons,133.99,2379.53,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-03-04,lumber,9.264,board_feet,1.04,9.63,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-12-01,lumber,5.862,board_feet,1.47,8.62,True,synthetic_generator_v1
P.S. 215 - BROOKLYN,2024-02-04,rebar,1.516,tons,807.04,1223.47,True,synthetic_generator_v1
P.S. 84 - BROOKLYN,2024-03-28,cement,8.254,tons,106.27,877.15,True,synthetic_generator_v1
P.S. 84 - BROOKLYN,2024-01-29,steel,2.904,tons,992.1,2881.06,True,synthetic_generator_v1
P.S. 84 - BROOKLYN,2024-12-04,lumber,7.527,board_feet,1.07,8.05,True,synthetic_generator_v1
P.S. 84 - BROOKLYN,2024-10-06,cement,6.509,tons,138.04,898.5,True,synthetic_generator_v1
P.S. 84 - BROOKLYN,2024-10-19,rebar,20.221,tons,761.73,15402.94,True,synthetic_generator_v1
P.S. 84 - BROOKLYN,2024-10-26,aggregate,22.431,tons,13.25,297.21,True,synthetic_generator_v1
P.S. 84 - BROOKLYN,2024-08-15,cement,7.554,tons,137.09,1035.58,True,synthetic_generator_v1
P.S. 84 - BROOKLYN,2024-10-02,rebar,13.266,tons,854.78,11339.51,True,synthetic_generator_v1
P.S. 84 - BROOKLYN,2024-09-17,cement,13.487,tons,141.14,1903.56,True,synthetic_generator_v1
P.S. 84 - BROOKLYN,2024-02-06,rebar,24.166,tons,680.15,16436.5,True,synthetic_generator_v1
