project_id,date,equipment,hours_used,hourly_cost_estimated,cost_estimated,maintenance_flag,is_synthetic,source
I.S. 109 - QUEENS,2024-10-10,crane,9.55,667.88,6378.25,False,True,synthetic_generator_v1
I.S. 109 - QUEENS,2024-10-13,crane,0.89,547.9,487.63,False,True,synthetic_generator_v1
I.S. 109 - QUEENS,2024-11-18,loader,14.32,162.46,2326.43,False,True,synthetic_generator_v1
I.S. 109 - QUEENS,2024-09-30,bulldozer,8.17,129.3,1056.38,False,True,synthetic_generator_v1
I.S. 109 - QUEENS,2024-03-08,crane,3.47,462.95,1606.44,False,True,synthetic_generator_v1
I.S. 109 - QUEENS,2024-04-20,crane,9.49,613.62,5823.25,True,True,synthetic_generator_v1
INNOVATION DIPLOMA PLUS,2024-04-03,crane,6.89,437.41,3013.75,True,True,synthetic_generator_v1
INNOVATION DIPLOMA PLUS,2024-03-02,dump_truck,20.44,120.15,2455.87,False,True,synthetic_generator_v1
INNOVATION DIPLOMA PLUS,2024-07-12,bulldozer,12.98,181.47,2355.48,False,True,synthetic_generator_v1
INNOVATION DIPLOMA PLUS,2024-08-21,bulldozer,7.0,104.09,728.63,False,True,synthetic_generator_v1
INNOVATION DIPLOMA PLUS,2024-10-14,loader,8.08,124.49,1005.88,False,True,synthetic_generator_v1
INNOVATION DIPLOMA PLUS,2024-12-06,loader,1.22,128.24,156.45,False,True,synthetic_generator_v1
INNOVATION DIPLOMA PLUS,2024-06-07,excavator,6.65,157.78,1049.24,False,True,synthetic_generator_v1
INNOVATION DIPLOMA PLUS,2024-06-26,loader,5.74,157.77,905.6,True,True,synthetic_generator_v1
INNOVATION DIPLOMA PLUS,2024-07-27,crane,4.55,505.9,2301.84,False,True,synthetic_generator_v1
INNOVATION DIPLOMA PLUS,2024-08-28,crane,19.25,692.52,13331.01,False,True,synthetic_generator_v1
INNOVATION DIPLOMA PLUS,2024-11-11,crane,9.57,688.87,6592.49,False,True,synthetic_generator_v1
INNOVATION DIPLOMA PLUS,2024-02-26,dump_truck,3.95,115.67,456.9,False,True,synthetic_generator_v1
INNOVATION DIPLOMA PLUS,2024-04-15,excavator,2.98,182.52,543.91,False,True,synthetic_generator_v1
P.S. 31 - STATEN ISLAND,2024-04-16,excavator,12.27,160.57,1970.19,False,True,synthetic_generator_v1
P.S. 31 - STATEN ISLAND,2024-09-15,loader,7.18,152.26,1093.23,False,True,synthetic_generator_v1
P.S. 31 - STATEN ISLAND,2024-01-15,excavator,10.81,205.46,2221.02,False,True,synthetic_generator_v1
P.S. 31 - STATEN ISLAND,2024-12-28,crane,0.95,570.72,542.18,False,True,synthetic_generator_v1
P.S. 31 - STATEN ISLAND,2024-10-25,excavator,14.78,128.07,1892.87,False,True,synthetic_generator_v1
P.S. 31 - STATEN ISLAND,2024-09-06,loader,18.36,160.03,2938.15,False,True,synthetic_generator_v1
P.S. 31 - STATEN ISLAND,2024-05-14,crane,13.28,652.44,8664.4,False,True,synthetic_generator_v1
P.S. 31 - STATEN ISLAND,2024-04-26,dump_truck,6.22,121.25,754.17,False,True,synthetic_generator_v1
P.S. 31 - STATEN ISLAND,2024-01-25,crane,11.88,683.3,8117.6,False,True,synthetic_generator_v1
P.S. 31 - STATEN ISLAND,2024-06-22,crane,15.21,534.54,8130.35,False,True,synthetic_generator_v1
P.S. 31 - STATEN ISLAND,2024-03-22,crane,9.44,446.0,4210.24,False,True,synthetic_generator_v1
P.S. 31 - STATEN ISLAND,2024-01-05,crane,15.74,404.87,6372.65,False,True,synthetic_generator_v1
P.S. 31 - STATEN ISLAND,2024-10-20,excavator,10.03,140.67,1410.92,False,True,synthetic_generator_v1
THE FLUSHING INTERNATIONAL HS - Q,2024-04-10,crane,6.06,692.85,4198.67,False,True,synthetic_generator_v1
THE FLUSHING INTERNATIONAL HS - Q,2024-08-14,excavator,1.33,164.92,219.34,False,True,synthetic_generator_v1
THE FLUSHING INTERNATIONAL HS - Q,2024-06-18,excavator,20.93,144.39,3022.08,True,True,synthetic_generator_v1
THE FLUSHING INTERNATIONAL HS - Q,2024-03-26,excavator,13.54,153.98,2084.89,False,True,synthetic_generator_v1
THE FLUSHING INTERNATIONAL HS - Q,2024-06-27,excavator,3.0,175.09,525.27,False,True,synthetic_generator_v1
THE FLUSHING INTERNATIONAL HS - Q,2024-04-07,loader,5.69,161.07,916.49,False,True,synthetic_generator_v1
THE FLUSHING INTERNATIONAL HS - Q,2024-11-20,crane,6.72,447.99,3010.49,False,True,synthetic_generator_v1
THE FLUSHING INTERNATIONAL HS - Q,2024-06-11,loader,7.04,162.33,1142.8,False,True,synthetic_generator_v1
THE FLUSHING INTERNATIONAL HS - Q,2024-03-28,crane,11.59,673.61,7807.14,False,True,synthetic_generator_v1
THE FLUSHING INTERNATIONAL HS - Q,2024-01-09,loader,13.57,135.08,1833.04,False,True,synthetic_generator_v1
THE FLUSHING INTERNATIONAL HS - Q,2024-11-05,crane,10.42,408.33,4254.8,False,True,synthetic_generator_v1
THE FLUSHING INTERNATIONAL HS - Q,2024-03-21,crane,3.16,496.77,1569.79,False,True,synthetic_generator_v1
THE FLUSHING INTERNATIONAL HS - Q,2024-07-29,crane,4.31,412.61,1778.35,False,True,synthetic_generator_v1
FORT HAMILTON HS - K,2024-10-16,dump_truck,14.6,106.44,1554.02,False,True,synthetic_generator_v1
FORT HAMILTON HS - K,2024-08-22,loader,9.85,163.22,1607.72,False,True,synthetic_generator_v1
FORT HAMILTON HS - K,2024-03-31,dump_truck,11.94,125.71,1500.98,False,True,synthetic_generator_v1
FORT HAMILTON HS - K,2024-07-16,crane,6.26,464.35,2906.83,False,True,synthetic_generator_v1
FORT HAMILTON HS - K,2024-02-12,dump_truck,4.47,111.97,500.51,False,True,synthetic_generator_v1
FORT HAMILTON HS - K,2024-07-25,crane,9.87,519.29,5125.39,False,True,synthetic_generator_v1
FORT HAMILTON HS - K,2024-08-10,dump_truck,1.83,76.05,139.17,False,True,synthetic_generator_v1
FORT HAMILTON HS - K,2024-03-20,dump_truck,19.55,121.09,2367.31,False,True,synthetic_generator_v1
FORT HAMILTON HS - K,2024-04-25,dump_truck,13.39,124.4,1665.72,False,True,synthetic_generator_v1
FORT HAMILTON HS - K,2024-04-24,bulldozer,16.28,174.02,2833.05,False,True,synthetic_generator_v1
FORT HAMILTON HS - K,2024-11-03,excavator,1.49,204.41,304.57,False,True,synthetic_generator_v1
FORT HAMILTON HS - K,2024-12-24,excavator,5.24,156.55,820.32,False,True,synthetic_generator_v1
FORT HAMILTON HS - K,2024-09-09,loader,8.47,150.4,1273.89,False,True,synthetic_generator_v1
P.S. 152 - MANHATTAN,2024-01-07,excavator,22.88,120.06,2746.97,True,True,synthetic_generator_v1
P.S. 152 - MANHATTAN,2024-06-25,loader,7.0,138.64,970.48,False,True,synthetic_generator_v1
P.S. 152 - MANHATTAN,2024-11-01,bulldozer,2.61,154.31,402.75,True,True,synthetic_generator_v1
P.S. 152 - MANHATTAN,2024-07-02,loader,3.79,151.24,573.2,False,True,synthetic_generator_v1
P.S. 152 - MANHATTAN,2024-08-12,dump_truck,16.36,113.9,1863.4,False,True,synthetic_generator_v1
P.S. 152 - MANHATTAN,2024-05-30,loader,4.02,150.8,606.22,False,True,synthetic_generator_v1
P.S. 152 - MANHATTAN,2024-01-10,excavator,7.32,167.77,1228.08,False,True,synthetic_generator_v1
P.S. 152 - MANHATTAN,2024-11-25,excavator,17.58,138.36,2432.37,False,True,synthetic_generator_v1
P.S. 152 - MANHATTAN,2024-12-18,excavator,8.7,124.28,1081.24,False,True,synthetic_generator_v1
P.S. 152 - MANHATTAN,2024-05-31,bulldozer,12.3,150.91,1856.19,False,True,synthetic_generator_v1
P.S. 152 - MANHATTAN,2024-07-20,loader,4.6,115.75,532.45,False,True,synthetic_generator_v1
P.S. 152 - MANHATTAN,2024-08-04,dump_truck,13.12,128.24,1682.51,False,True,synthetic_generator_v1
P.S. 152 - MANHATTAN,2024-01-20,loader,1.84,106.21,195.43,False,True,synthetic_generator_v1
P.S. 109 - BROOKLYN,2024-04-18,bulldozer,5.29,166.85,882.64,False,True,synthetic_generator_v1
P.S. 109 - BROOKLYN,2024-02-21,dump_truck,3.6,108.18,389.45,False,True,synthetic_generator_v1
P.S. 109 - BROOKLYN,2024-08-05,loader,8.96,123.47,1106.29,False,True,synthetic_generator_v1
P.S. 109 - BROOKLYN,2024-09-02,loader,12.49,149.45,1866.63,False,True,synthetic_generator_v1
P.S. 109 - BROOKLYN,2024-10-30,loader,4.01,118.35,474.58,False,True,synthetic_generator_v1
P.S. 109 - BROOKLYN,2024-07-21,crane,4.94,576.3,2846.92,False,True,synthetic_generator_v1
P.S. 109 - BROOKLYN,2024-07-11,loader,5.19,99.79,517.91,False,True,synthetic_generator_v1
P.S. 109 - BROOKLYN,2024-10-26,excavator,23.85,182.05,4341.89,False,True,synthetic_generator_v1
P.S. 109 - BROOKLYN,2024-09-29,dump_truck,3.12,108.91,339.8,False,True,synthetic_generator_v1
P.S. 109 - BROOKLYN,2024-04-29,bulldozer,3.45,116.77,402.86,False,True,synthetic_generator_v1
P.S. 109 - BROOKLYN,2024-10-03,dump_truck,2.69,127.56,343.14,False,True,synthetic_generator_v1
P.S. 109 - BROOKLYN,2024-05-30,loader,11.73,115.94,1359.98,False,True,synthetic_generator_v1
P.S. 109 - BROOKLYN,2024-09-21,bulldozer,8.36,169.47,1416.77,False,True,synthetic_generator_v1
P.S. 199 - QUEENS,2024-05-06,excavator,21.34,178.56,3810.47,False,True,synthetic_generator_v1
P.S. 199 - QUEENS,2024-07-11,crane,3.43,507.12,1739.42,False,True,synthetic_generator_v1
P.S. 199 - QUEENS,2024-02-29,excavator,1.24,154.18,191.18,False,True,synthetic_generator_v1
P.S. 199 - QUEENS,2024-12-13,dump_truck,10.64,104.96,1116.77,False,True,synthetic_generator_v1
P.S. 199 - QUEENS,2024-09-05,crane,7.63,537.08,4097.92,False,True,synthetic_generator_v1
P.S. 199 - QUEENS,2024-10-05,dump_truck,6.52,97.56,636.09,True,True,synthetic_generator_v1
P.S. 199 - QUEENS,2024-05-07,bulldozer,12.93,117.81,1523.28,False,True,synthetic_generator_v1
P.S. 199 - QUEENS,2024-05-10,bulldozer,17.85,136.15,2430.28,True,True,synthetic_generator_v1
P.S. 199 - QUEENS,2024-02-23,dump_truck,11.73,132.95,1559.5,False,True,synthetic_generator_v1
P.S. 199 - QUEENS,2024-06-14,crane,2.74,590.44,1617.81,False,True,synthetic_generator_v1
P.S. 199 - QUEENS,2024-05-15,excavator,20.48,207.78,4255.33,False,True,synthetic_generator_v1
P.S. 199 - QUEENS,2024-01-20,crane,1.61,440.61,709.38,False,True,synthetic_generator_v1
P.S. 199 - QUEENS,2024-01-05,bulldozer,3.3,115.13,379.93,False,True,synthetic_generator_v1
P.S. 205 - QUEENS,2024-06-05,loader,2.89,123.47,356.83,False,True,synthetic_generator_v1
P.S. 205 - QUEENS,2024-01-07,crane,5.91,563.85,3332.35,False,True,synthetic_generator_v1
P.S. 205 - QUEENS,2024-11-30,crane,23.81,633.71,15088.64,True,True,synthetic_generator_v1
P.S. 205 - QUEENS,2024-06-20,crane,12.87,517.28,6657.39,False,True,synthetic_generator_v1
P.S. 205 - QUEENS,2024-03-10,excavator,1.73,206.26,356.83,False,True,synthetic_generator_v1
P.S. 205 - QUEENS,2024-01-06,bulldozer,4.21,140.26,590.49,False,True,synthetic_generator_v1
P.S. 205 - QUEENS,2024-01-16,excavator,11.43,150.02,1714.73,False,True,synthetic_generator_v1
P.S. 205 - QUEENS,2024-01-07,excavator,9.88,191.87,1895.68,False,True,synthetic_generator_v1
P.S. 205 - QUEENS,2024-08-24,excavator,11.65,178.89,2084.07,False,True,synthetic_generator_v1
P.S. 205 - QUEENS,2024-02-17,excavator,19.4,138.38,2684.57,False,True,synthetic_generator_v1
P.S. 205 - QUEENS,2024-10-16,excavator,6.12,126.8,776.02,False,True,synthetic_generator_v1
P.S. 205 - QUEENS,2024-03-13,crane,3.54,435.99,1543.4,False,True,synthetic_generator_v1
P.S. 205 - QUEENS,2024-05-09,bulldozer,15.12,125.79,1901.94,False,True,synthetic_generator_v1
P.S. 128 - BROOKLYN,2024-01-11,excavator,3.85,169.37,652.07,False,True,synthetic_generator_v1
P.S. 128 - BROOKLYN,2024-05-29,loader,4.78,140.08,669.58,True,True,synthetic_generator_v1
P.S. 128 - BROOKLYN,2024-09-23,dump_truck,9.6,119.78,1149.89,False,True,synthetic_generator_v1
P.S. 128 - BROOKLYN,2024-02-16,excavator,6.39,120.24,768.33,False,True,synthetic_generator_v1
P.S. 128 - BROOKLYN,2024-02-17,loader,14.67,136.88,2008.03,False,True,synthetic_generator_v1
P.S. 128 - BROOKLYN,2024-03-18,crane,12.51,680.15,8508.68,False,True,synthetic_generator_v1
P.S. 128 - BROOKLYN,2024-10-24,dump_truck,13.66,129.87,1774.02,False,True,synthetic_generator_v1
P.S. 128 - BROOKLYN,2024-08-23,dump_truck,7.53,121.32,913.54,False,True,synthetic_generator_v1
P.S. 128 - BROOKLYN,2024-10-05,excavator,6.8,204.85,1392.98,False,True,synthetic_generator_v1
P.S. 128 - BROOKLYN,2024-10-07,loader,0.63,113.64,71.59,False,True,synthetic_generator_v1
P.S. 128 - BROOKLYN,2024-11-01,dump_truck,7.27,105.36,765.97,False,True,synthetic_generator_v1
P.S. 128 - BROOKLYN,2024-05-07,loader,9.15,156.12,1428.5,False,True,synthetic_generator_v1
P.S. 128 - BROOKLYN,2024-02-12,excavator,8.95,167.11,1495.63,False,True,synthetic_generator_v1
P.S. 226 - BRONX,2024-07-28,dump_truck,15.74,119.14,1875.26,False,True,synthetic_generator_v1
P.S. 226 - BRONX,2024-03-05,loader,23.09,144.11,3327.5,False,True,synthetic_generator_v1
P.S. 226 - BRONX,2024-08-19,excavator,9.98,183.32,1829.53,False,True,synthetic_generator_v1
P.S. 226 - BRONX,2024-06-28,loader,5.59,164.59,920.06,False,True,synthetic_generator_v1
P.S. 226 - BRONX,2024-05-21,excavator,17.23,159.77,2752.84,False,True,synthetic_generator_v1
P.S. 226 - BRONX,2024-10-06,loader,3.48,132.77,462.04,False,True,synthetic_generator_v1
P.S. 226 - BRONX,2024-11-15,bulldozer,9.35,155.67,1455.51,False,True,synthetic_generator_v1
P.S. 226 - BRONX,2024-11-23,crane,9.01,508.48,4581.4,True,True,synthetic_generator_v1
P.S. 226 - BRONX,2024-02-25,dump_truck,3.1,132.63,411.15,False,True,synthetic_generator_v1
P.S. 226 - BRONX,2024-03-05,crane,16.26,493.96,8031.79,False,True,synthetic_generator_v1
P.S. 226 - BRONX,2024-04-17,bulldozer,18.65,172.54,3217.87,False,True,synthetic_generator_v1
P.S. 226 - BRONX,2024-10-07,crane,10.76,684.24,7362.42,False,True,synthetic_generator_v1
P.S. 226 - BRONX,2024-06-21,loader,12.54,150.09,1882.13,False,True,synthetic_generator_v1
P.S. 279 - BROOKLYN,2024-01-21,loader,4.46,159.24,710.21,False,True,synthetic_generator_v1
P.S. 279 - BROOKLYN,2024-02-24,excavator,9.22,121.34,1118.75,False,True,synthetic_generator_v1
P.S. 279 - BROOKLYN,2024-10-08,bulldozer,12.49,165.18,2063.1,False,True,synthetic_generator_v1
P.S. 279 - BROOKLYN,2024-09-13,excavator,18.06,180.22,3254.77,False,True,synthetic_generator_v1
P.S. 279 - BROOKLYN,2024-03-10,crane,7.57,662.9,5018.15,False,True,synthetic_generator_v1
P.S. 279 - BROOKLYN,2024-03-24,excavator,4.78,209.4,1000.93,False,True,synthetic_generator_v1
P.S. 279 - BROOKLYN,2024-07-14,dump_truck,7.91,96.09,760.07,False,True,synthetic_generator_v1
P.S. 279 - BROOKLYN,2024-07-22,loader,20.76,145.12,3012.69,False,True,synthetic_generator_v1
P.S. 279 - BROOKLYN,2024-08-11,dump_truck,8.29,115.34,956.17,False,True,synthetic_generator_v1
P.S. 279 - BROOKLYN,2024-07-05,crane,8.78,434.63,3816.05,False,True,synthetic_generator_v1
P.S. 279 - BROOKLYN,2024-06-01,crane,7.93,516.52,4096.0,True,True,synthetic_generator_v1
P.S. 279 - BROOKLYN,2024-01-05,crane,7.3,682.31,4980.86,False,True,synthetic_generator_v1
P.S. 279 - BROOKLYN,2024-09-24,bulldozer,8.83,173.64,1533.24,False,True,synthetic_generator_v1
