ID,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,source_file,synthetic_flag,Reported,Fiscal_Year,Borough,Award,Council_District,Sponsor,Title,Description,Budget_Line,BIN,Incident Date,Record Type Description,Check2 Description,Fatality,Injury,House Number,Street Name,Block,Lot,Postcode,Latitude,Longitude,Community Board,Council District,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),the_geom,Job_Number,Job_Type,Job_Status,CompltYear,PermitYear,ClassAInit,ClassAProp,ClassANet,HotelInit,HotelProp,OtherBInit,OtherBProp,Units_CO,Boro,AddressNum,AddressSt,Occ_Init,Occ_Prop,Bldg_Class,Job_Desc,DateFiled,DatePermit,DateLstUpd,DateComplt,ZoningDst1,ZoningDst2,ZoningDst3,SpeclDst1,SpeclDst2,FloorsInit,FloorsProp,Enlargemnt,Ownership,CenBlock20,CenTract20,BCTCB2020,BCT2020,NTA2020,NTAName20,CDTA2020,CDTAName20,CommntyDst,CouncilDst,SchSubDist,SchCommnty,SchElmntry,FireCmpany,FireBattln,FireDivsn,PolicePcnt,GeomSource,DCPEdited,Region,IncomeGroup,SpecialNotes,TableName,date,equipment,hours_used,hourly_cost_estimated,cost_estimated,maintenance_flag,is_synthetic,source,material,quantity,unit,unit_price_estimated,total_cost_estimated,will_delay
ED NC902,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2020,FY20,X,1450000.0,17.0,"Speaker, Salamanca",COUNCIL ON THE ENVIRONMENT FOOD HUB,FUNDING WILL BE USED FOR THE CONSTRUCTION/RENOVATION OF THE REGIONAL FOOD HUB,ED DN628,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
HD NC0181,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2026,FY26,M,100000.0,6.0,Brewer,STRYCKER'S BAY APARTMENTS IMPROVEMENTS,IMPROVEMENTS FOR THE DEVELOPMENT,HD D021,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
E  CN793,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2019,FY19,Q,35000.0,26.0,Van Bramer,WILLIAM CULLEN BRYANT HIGH SCHOOL,TECHNOLOGY UPGRADES,E  D001,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
F  CN022,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2019,FY19,Q,500000.0,21.0,Moya,FDNY ENGINE 289/LADDER 138 - GENERATOR,EMERGENCY GENERATOR,F  D175,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
PW CN077,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2022,FY22,M,400000.0,0.0,Speaker,CENTER FOR URBAN COMMUNITY SERVICES - 105 WASHINGTON,FUNDS WILL SUPPORT THE OUTFITTING OF CUCS SAFE HAVEN AT 105-107 WASHINGTON      STREET. CAPGRANTS 13-368789-E2681,HR DN803,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
E CN0319,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2026,FY26,X,57000.0,12.0,Riley,I.S. 532 TECH UPGRADE B:X142 S:X532,TECHNOLOGY UPGRADES,E D001,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
LB CN004,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2019,FY19,K,250000.0,39.0,Lander,RENOVATE JOHN JAY SCHOOL FOR LAW LIBRARY,TRANSFORM OLD LIBRARY INTO A COMMUNITY MEETING & CLASSROOM SPACE BY INSTALLING 5 LARGE SCREEN MONITORS AND SOUND SYSTEM,HN D300,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
PV NC0178,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2026,FY26,M,387000.0,6.0,Brewer,NEW YORK CITY CENTER ELEVATOR RENOVATION,"RENOVATION OF THE HOUSE RIGHT ELEVATOR (SPLIT FUND WITH NC0116, NC1347)",PV D279,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
HD NC042,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2019,FY19,K,3000000.0,3635.0,"Speaker, Cornegy, Cumbo",BEDFORD STUYVESANT RESTORATION CORP. -SHEFFIELD HVAC UPGRADES AND BMS,"MODERNIZATION AND REPLACEMENT OFMECHANICAL AND ELECTRIC SYSTEMS.  NEW AIR HANDLERS, CONTROL SYSTEMS, DAMPERS, VALVES, HYDRONIC PIPE RISERS, ELECTRICAL MOTOR STARTERS AND DISTRIBUTION PANES.",PV DN654,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
PO CN1600,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2026,FY26,X,499000.0,99.0,Technical Adjustments,ARGUS CAMERAS CD17,ARGUS CAMERAS CD17,PO D185,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
E  PN004,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2020,FY20,K,170000.0,47.0,"Speaker, Treyger","P.S. 721 (K722, K721) HYDROPONICS LAB",FUNDING FOR HYDROPONICS LAB AT P.S. 721K,E  D001,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
ED NC016,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2024,FY24,M,150000.0,1.0,Marte,"GREENWICH HOUSE, INC. TECHNOLOGY INFRASTRUCTURE UPGRADE","UPGRADE THE TECHNOLOGY INFRASTRUCTURE INCLUDING THE REPLACEMENT OF COMPUTERS, MONITORS, KEYBOARD, AND SERVERS.",PW DN420,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
HN CN0376,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2026,FY26,X,500000.0,14.0,Sanchez,BRONX COMMUNITY COLLEGE MEDIA AND DIGITAL FILM PRODUCTION TELEVISION STUDIO RENOVATION,BCC'S MEDIA AND DIGITAL FILM PRODUCTION TELEVISION STUDIO RENOVATION,HN D002,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
E  CN588,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2019,FY19,X,35000.0,15.0,Torres,PS 54 (10X054) - TECHNOLOGY,SMARTBOARDS IN SCHOOL,E  D001,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
E CN0431,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2026,FY26,X,100000.0,18.0,Farias,GOTHAM COLLABORATIVE TECH UPGRADES B:X450 S:X452,MACBOOK COMPUTERS & CARTS,E D001,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
PW NC0087,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2026,FY26,M,55000.0,3.0,Bottcher,TOURO UNIVERSITY EQUIPMENT FOR PT EDUCATION,PURCHASE EQUIPMENT FOR PT STUDY,PW DN03J,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
PW NC045,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2019,FY19,K,35000.0,46.0,Maisel,HEBREW LANGUAGE ACADEMY,ELIGIBLE TECHNOLOGY INCLUDING LAPTOP CARTS,E  D001,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
PW NC062,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2021,FY21,Q,96000.0,25.0,Dromm,ACE PROGRAMS FOR THE HOMELESS- ACE COMPUTER SYSTEM,ACE COMPUTER SYSTEM,PW DN03F,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
HD NC007,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2019,FY19,Q,250000.0,31.0,Richards,BEACH 19TH,"BEACH 19TH IS THE FIRST PHASE OF A TWO-BUILDING MIXED-USE NEW CONSTRUCTION PROJECT LOCATED AT 10-25 BEACH 20TH STREET IN FAR ROCKAWAY, QUEENS. BEACH 19TH IS COMPRISED OF 166 RENTAL UNITS, WHICH WILL BE 100% AFFORDABLE, PARKING, AND COMMERCIAL SPACE.",HD D022,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
PW NC089,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2021,FY21,K,250000.0,40.0,Eugene,COUNCIL OF PEOPLE'S ORGANIZATION INC. - ACQUISITION,ACQUISITION FOR COPOS SENIOR CENTER,HR DN01J,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
E CN1488,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2026,FY26,X,400000.0,13.0,Marmorato,Herbert H. Lehman High School Field Renovation B:X405 S:X320,Athletic Field Renovation,E D001,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
PW NC100,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2021,FY21,M,690000.0,9.0,"Speaker, Perkins","THE NEW YORK URBAN LEAGUE, INC.",CONSTRUCTION OF NYUL HEADQUARTERS,PW DN940,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
E  CN104,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2019,FY19,M,107000.0,2.0,Rivera,EAST SIDE COMMUNITY SCHOOL (01M450) - TECHNOLOGY,TECHNOLOGY,E  D001,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
E  CN050,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2019,FY19,K,35000.0,39.0,Lander,BROOKLYN NEW SCHOOL- TECHNOLOGY,TECHNOLOGY,E  D001,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
HA CN011,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2019,FY19,X,500000.0,8.0,Ayala,NYCHA - PATTERSON HOUSES - BASKETBALL COURT,BASKETBALL COURT UPGRADES FOR NYCHA'S PATTERSON HOUSES,HA D001,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
E  CN697,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2019,FY19,K,100000.0,44.0,Yeger,RENOVATIONS TO EDWARD R. MURROW HIGH SCHOOL'S TV STUDIO,FUNDS WILL BE USED TO PROVIDE KEY RENOVATIONS TO THE TV STUDIO AT EDWARD R. MURROW HIGH SCHOOL.,E  D001,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
E CN0425,,,,142259.0,6360.0,City_Council_Capital_Budget.csv,False,2026,FY26,X,75000.0,18.0,Farias,BRONX ARENA H.S. TECH UPGRADES B:X972 S:X972,"LAPTOP COMPUTERS, CHROMEBOOKS AND CARTS",E D001,3448664.818756282,,,,0.0,0.7814207650273224,333.0,,1452.0,25.0,10643.288725939505,40.6970379089918,-73.93268326748634,230.39596700274976,19.904674610449128,3306498690.5329523,268.0,,,345812433.36122185,,,2016.963492937076,2014.947097911084,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.270661351285282,,,,,,,,,,,,,,,,2.0,3.0,,,360611254949875.0,36061125494.77512,33140739922.67674,3314073.779892429,,,,,334.2086169932674,29.852521909203745,,20.18809004400647,369.6785717644182,,35.64589837138451,10.400534095610636,82.63419152217249,,,,,,,,,8.786584615384616,148.99,1281.49,Unknown,Unknown,,,8.9853585,,359.23306,696.0550000000001,0.0
